epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
55,8917.5,1.07199,1.08671,1.26577,0.60367,0.31829,0.33519,0.13459,2.04595,0.92422,1.2425,0.009568,0.009568,0.009568
56,9141.12,1.07073,1.10394,1.26731,0.6001,0.32739,0.34095,0.13661,2.04648,0.92205,1.24273,0.00956,0.00956,0.00956
57,9365.11,1.0848,1.08432,1.26646,0.59736,0.3274,0.34182,0.13763,2.03818,0.91916,1.24052,0.009552,0.009552,0.009552
58,9588.86,1.06965,1.07646,1.26248,0.57631,0.33024,0.33936,0.13722,2.03504,0.9177,1.24062,0.009544,0.009544,0.009544
59,9812.23,1.05222,1.07695,1.26058,0.60972,0.32535,0.34149,0.13905,2.03282,0.91358,1.23897,0.009536,0.009536,0.009536
60,10168.9,1.10507,1.0867,1.25922,0.57564,0.34243,0.3428,0.13959,2.0303,0.91177,1.2379,0.009528,0.009528,0.009528
61,10393.9,1.09698,1.08179,1.26212,0.5734,0.33666,0.34238,0.13908,2.02451,0.91031,1.23761,0.00952,0.00952,0.00952
62,10617.9,1.0781,1.06068,1.25944,0.60379,0.32827,0.3462,0.14114,2.01908,0.90596,1.2361,0.009512,0.009512,0.009512
63,243.71,0.91605,1.07718,1.25749,0.57566,0.34909,0.34823,0.14167,1.76507,0.90157,1.23424,0.009504,0.009504,0.009504
64,467.704,0.94225,1.08506,1.26417,0.55822,0.35481,0.34845,0.14157,1.76292,0.90089,1.23311,0.009496,0.009496,0.009496
65,693.245,0.94217,1.06444,1.25766,0.56738,0.34632,0.34716,0.14143,1.76027,0.89908,1.23154,0.009488,0.009488,0.009488
66,917.295,0.92452,1.071,1.25583,0.6135,0.33565,0.35304,0.14237,1.75901,0.89724,1.2298,0.00948,0.00948,0.00948
67,1140.81,0.9099,1.0703,1.26061,0.59173,0.34044,0.3505,0.14315,1.75856,0.8953,1.22912,0.009472,0.009472,0.009472
68,1365.63,0.92082,1.04608,1.25298,0.58375,0.34431,0.3553,0.14358,1.75662,0.89352,1.22852,0.009464,0.009464,0.009464
69,1588.88,0.92674,1.05105,1.25271,0.5678,0.34924,0.35331,0.14434,1.75591,0.89163,1.2283,0.009456,0.009456,0.009456
70,1812.41,0.93222,1.05262,1.25402,0.57201,0.35083,0.35541,0.14453,1.75393,0.88957,1.22751,0.009448,0.009448,0.009448
71,2036.13,0.92549,1.05569,1.2528,0.56817,0.35171,0.35717,0.14515,1.75238,0.88985,1.2274,0.00944,0.00944,0.00944
72,2259.6,0.94943,1.05066,1.25687,0.59799,0.34157,0.35927,0.14618,1.7508,0.88914,1.22671,0.009432,0.009432,0.009432
73,2482.18,0.91376,1.05526,1.25339,0.56502,0.36105,0.3603,0.14629,1.74927,0.88826,1.22617,0.009424,0.009424,0.009424
74,2704.77,0.90915,1.04625,1.25607,0.57123,0.35765,0.35794,0.14569,1.74755,0.88777,1.22581,0.009416,0.009416,0.009416
75,2927.85,0.93295,1.05325,1.25102,0.58051,0.35987,0.35741,0.14601,1.74524,0.88628,1.22498,0.009408,0.009408,0.009408
76,3170.03,0.91248,1.04114,1.24752,0.4475,0.36212,0.36062,0.14753,1.74353,0.88552,1.22448,0.0094,0.0094,0.0094
77,3394.11,0.90806,1.06393,1.24967,0.59485,0.35016,0.36023,0.14781,1.74187,0.88418,1.22417,0.009392,0.009392,0.009392
78,3617.13,0.93783,1.04634,1.25424,0.44555,0.3678,0.36123,0.14783,1.74103,0.88283,1.22373,0.009384,0.009384,0.009384
79,3840.06,0.92167,1.03827,1.24847,0.4499,0.37274,0.36368,0.14832,1.73946,0.88177,1.22334,0.009376,0.009376,0.009376
80,4063.88,0.94911,1.04076,1.25185,0.44782,0.37852,0.36584,0.14904,1.73812,0.88024,1.22291,0.009368,0.009368,0.009368
81,4299.31,0.90434,1.04933,1.24652,0.44399,0.37378,0.36457,0.14899,1.73696,0.88007,1.22272,0.00936,0.00936,0.00936
82,4521.92,0.91332,1.03162,1.24868,0.44774,0.37212,0.36561,0.14901,1.73571,0.88,1.22229,0.009352,0.009352,0.009352
83,4759.28,0.89849,1.03466,1.24269,0.45458,0.37412,0.37043,0.15014,1.73452,0.87918,1.22185,0.009344,0.009344,0.009344
84,4981.3,0.8825,1.03714,1.24454,0.46227,0.37352,0.37123,0.15035,1.73317,0.8781,1.22117,0.009336,0.009336,0.009336
85,5203.94,0.90133,1.03327,1.2426,0.58793,0.36608,0.37078,0.1507,1.73249,0.87707,1.22095,0.009328,0.009328,0.009328
86,5427.07,0.91174,1.01727,1.24441,0.59971,0.36396,0.36985,0.15107,1.73126,0.87562,1.22038,0.00932,0.00932,0.00932
87,5649.64,0.8896,1.07069,1.24144,0.60592,0.36018,0.37181,0.1518,1.73058,0.87528,1.2202,0.009312,0.009312,0.009312
88,5873.26,0.91121,1.01643,1.24453,0.59582,0.36846,0.37332,0.15189,1.72961,0.87409,1.21981,0.009304,0.009304,0.009304
89,6094.84,0.89077,1.03309,1.24279,0.59121,0.36829,0.37348,0.15234,1.7284,0.87321,1.21933,0.009296,0.009296,0.009296
90,6317.09,0.89303,1.02988,1.24024,0.59671,0.36696,0.37317,0.15239,1.72759,0.8727,1.21909,0.009288,0.009288,0.009288
91,6539.28,0.89402,1.03417,1.23985,0.60621,0.36447,0.37368,0.15254,1.72669,0.87198,1.21872,0.00928,0.00928,0.00928
92,6761.27,0.90945,1.01726,1.23938,0.61034,0.36555,0.37435,0.15256,1.72528,0.8709,1.21823,0.009272,0.009272,0.009272
93,6994.29,0.91267,1.02613,1.2427,0.61568,0.365,0.37514,0.15269,1.72412,0.87013,1.21782,0.009264,0.009264,0.009264
94,7217.12,0.90123,1.02851,1.24383,0.62064,0.36525,0.37528,0.15241,1.72294,0.86946,1.21742,0.009256,0.009256,0.009256
95,7440.01,0.90003,1.02074,1.23835,0.62315,0.36507,0.37644,0.15276,1.72206,0.86878,1.21708,0.009248,0.009248,0.009248
96,7662.1,0.89635,1.0271,1.23578,0.62357,0.36351,0.37663,0.15279,1.72156,0.86838,1.21694,0.00924,0.00924,0.00924
97,7883.37,0.87166,1.02392,1.24113,0.62235,0.36568,0.37708,0.15287,1.72117,0.8678,1.21675,0.009232,0.009232,0.009232
98,8106.54,0.88795,1.01345,1.23181,0.62753,0.36309,0.37765,0.15341,1.72025,0.86717,1.21636,0.009224,0.009224,0.009224
99,8329.31,0.90521,1.01962,1.23133,0.63559,0.36363,0.38041,0.15392,1.71935,0.86643,1.21595,0.009216,0.009216,0.009216
100,8551.84,0.9039,1.02033,1.2372,0.63548,0.36393,0.38091,0.15392,1.71862,0.86594,1.21571,0.009208,0.009208,0.009208
101,8793.47,0.89264,1.00379,1.23449,0.63747,0.36227,0.38117,0.15434,1.71778,0.86533,1.21535,0.0092,0.0092,0.0092
102,9016.35,0.89384,1.02497,1.23715,0.63317,0.36846,0.38213,0.15447,1.71722,0.86497,1.215,0.009192,0.009192,0.009192
103,9240.4,0.90482,1.00156,1.23558,0.63253,0.36884,0.38236,0.15486,1.71632,0.86406,1.21456,0.009184,0.009184,0.009184
