epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
171,4580.35,0.22043,0.51892,1.13311,0.68995,0.64426,0.71369,0.43151,0.48285,0.75836,1.31425,0.00864,0.00864,0.00864
172,4607.13,0.22724,0.52871,1.15485,0.73648,0.63116,0.70732,0.43331,0.47268,0.78019,1.29719,0.008632,0.008632,0.008632
173,4633.83,0.21779,0.53629,1.14055,0.71781,0.55507,0.65043,0.39427,0.49736,0.90456,1.33761,0.008624,0.008624,0.008624
174,4660.54,0.23517,0.52467,1.13164,0.692,0.64584,0.70346,0.4192,0.48635,0.80213,1.32686,0.008616,0.008616,0.008616
175,4687.33,0.22991,0.525,1.14983,0.7565,0.64017,0.72337,0.4381,0.46928,0.70729,1.30298,0.008608,0.008608,0.008608
176,4713.96,0.22505,0.51749,1.1394,0.67678,0.63029,0.68973,0.41482,0.48065,0.8329,1.31995,0.0086,0.0086,0.0086
177,4738.77,0.22553,0.52149,1.12824,0.67005,0.64439,0.68674,0.41387,0.48784,0.87464,1.3214,0.008592,0.008592,0.008592
178,4763.6,0.21414,0.52181,1.13709,0.70265,0.6356,0.69518,0.41617,0.48996,0.80514,1.33667,0.008584,0.008584,0.008584
179,4788.49,0.22049,0.53817,1.14839,0.6681,0.58583,0.65298,0.38266,0.49713,0.92172,1.33567,0.008576,0.008576,0.008576
180,4814.43,0.21934,0.54407,1.12368,0.66056,0.67665,0.70485,0.41489,0.47592,0.85631,1.31522,0.008568,0.008568,0.008568
181,4841.18,0.21499,0.48521,1.11977,0.6304,0.65456,0.69607,0.41796,0.48416,0.85462,1.3298,0.00856,0.00856,0.00856
182,4868,0.22948,0.51895,1.13725,0.60231,0.61418,0.6391,0.37567,0.49209,1.1048,1.3669,0.008552,0.008552,0.008552
