epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,1396.16,2.06416,0.87002,1.21568,0.50189,0.42579,0.42316,0.24715,2.7781,0.79319,1.18606,0.009664,0.009664,0.009664
44,1749.21,2.04886,0.86931,1.21003,0.5059,0.4303,0.42739,0.25013,2.76719,0.79129,1.18396,0.009656,0.009656,0.009656
45,2102.85,2.06119,0.869,1.206,0.52438,0.42495,0.43149,0.25279,2.7595,0.78712,1.18089,0.009648,0.009648,0.009648
46,2455.93,2.05666,0.86365,1.21094,0.51294,0.42902,0.43213,0.25326,2.74921,0.78034,1.18022,0.00964,0.00964,0.00964
47,2809.71,1.99568,0.85014,1.20242,0.51767,0.42376,0.43078,0.25181,2.74567,0.78081,1.1794,0.009632,0.009632,0.009632
48,3163.35,1.99633,0.8556,1.19984,0.51801,0.43895,0.43521,0.25433,2.73593,0.77706,1.17717,0.009624,0.009624,0.009624
49,350.304,1.96608,0.82671,1.1902,0.5226,0.43007,0.43799,0.25591,2.72298,0.77141,1.17372,0.009616,0.009616,0.009616
50,703.839,1.92957,0.82348,1.18467,0.51595,0.43423,0.44089,0.25761,2.71206,0.7695,1.17306,0.009608,0.009608,0.009608
51,1057.32,1.94569,0.82871,1.18731,0.51946,0.43777,0.43999,0.25763,2.71124,0.76683,1.17318,0.0096,0.0096,0.0096
52,1409.84,1.93906,0.81993,1.18657,0.51568,0.44244,0.44199,0.25949,2.70062,0.76324,1.17166,0.009592,0.009592,0.009592
53,1763.23,1.9354,0.82013,1.18293,0.52562,0.4366,0.44435,0.2611,2.69366,0.7629,1.17059,0.009584,0.009584,0.009584
54,2116.52,1.93978,0.82138,1.17812,0.53324,0.43446,0.44619,0.2623,2.68505,0.75923,1.16817,0.009576,0.009576,0.009576
55,2469.03,1.94433,0.81896,1.18499,0.53049,0.43958,0.44668,0.26115,2.68703,0.75726,1.17004,0.009568,0.009568,0.009568
56,2821.18,1.88497,0.80551,1.17737,0.55257,0.4272,0.44627,0.26248,2.68418,0.7541,1.16786,0.00956,0.00956,0.00956
57,3173.46,1.8985,0.81426,1.1774,0.54459,0.439,0.44931,0.2642,2.66974,0.75493,1.16695,0.009552,0.009552,0.009552
58,3525.78,1.9643,0.82606,1.19143,0.55559,0.43622,0.45046,0.26524,2.66165,0.75406,1.16506,0.009544,0.009544,0.009544
59,3877.77,1.9321,0.8216,1.18757,0.54469,0.44329,0.45332,0.26583,2.65741,0.74987,1.16431,0.009536,0.009536,0.009536
60,4230.04,1.95281,0.82401,1.18508,0.53932,0.44656,0.45275,0.26726,2.64468,0.75164,1.16188,0.009528,0.009528,0.009528
61,4581.28,1.94146,0.81512,1.18574,0.54682,0.44383,0.45411,0.26814,2.63716,0.74559,1.16204,0.00952,0.00952,0.00952
62,4931.94,1.9187,0.81562,1.17902,0.54009,0.44844,0.45493,0.267,2.63537,0.74301,1.16013,0.009512,0.009512,0.009512
